# For info, see fitting_results/fitres_w33a.xml
3.332167074857133571e+02,1.313387000000000027e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.334177991757912309e+02,1.280559000000000003e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.336436219017019198e+02,1.212600999999999957e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.338474584192990733e+02,1.251587999999999867e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.340415013161235720e+02,1.242438000000000015e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.342569968345862321e+02,1.297695000000000098e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.344593464664370117e+02,1.305537999999999976e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.346854626022463890e+02,1.362900999999999974e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.348916960255053823e+02,1.329587000000000130e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.350869550648393442e+02,1.219398000000000010e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.353026777271843457e+02,1.129982999999999960e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.355062957756402398e+02,1.025843000000000033e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.357349573952339483e+02,1.081026999999999960e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.359424866462862269e+02,1.163963999999999971e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.361389732971199464e+02,1.278789999999999927e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.363458711862582504e+02,1.441406000000000076e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.365609528713697500e+02,1.254451000000000038e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.367581638597873734e+02,1.177973999999999966e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.369862644398614293e+02,1.241106000000000015e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.371839743200685007e+02,1.060981000000000007e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.373955760692065837e+02,1.122110000000000052e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.376097231600269879e+02,9.943889999999999674e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.378218597769024427e+02,8.870069999999999344e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.380296925281916742e+02,9.706560000000000188e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.382366371160591711e+02,1.258816000000000102e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.384472716073199194e+02,1.156770000000000020e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.386639031692167805e+02,9.728349999999999498e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.388589939954186434e+02,1.010381000000000057e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.390784525815737993e+02,9.599159999999999637e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.392981956121956841e+02,8.878719999999999668e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.395078494214786247e+02,7.820100000000000662e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.397246871135632205e+02,8.251459999999999351e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.399371796092082718e+02,9.353690000000000615e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.401441530920803871e+02,1.037198000000000009e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.403641215372205693e+02,1.093160999999999994e-01,4.395491912094646596e-06,4.395491912094646596e-06
3.405785748830112993e+02,9.921040000000000414e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.408072360192352335e+02,8.769899999999999918e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.410048047576991053e+02,7.171610000000000484e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.412305455935193663e+02,6.246240000000000125e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.414402633187310698e+02,6.885410000000000141e-02,4.395491912094646596e-06,4.395491912094646596e-06
3.416444028397482953e+02,8.951309999999999822e-02,4.395491912094646596e-06,4.395491912094646596e-06
