        5077          11          18
Mon Dec 24 12:26:22 2007
w33a_spitzer_tau.dat
Optical depth data of w33a assuming spline continuum
 
Column 3 has H2O column density subtracted (cm-2):    1.2572853e+19 +/-    3.1432133e+18
                                             at T=       40.1000 K
  [N(H2O) is negative if not from a reliable 3 um measurement]
Column 4 has H2O AND GC3 silicate spectrum subtracted. Tau_9.7um: 5.70000
Obvious silicate emission? (1=yes):        0
Column 6 has spline continuum, column 7 black body continuum
Column 8 low order polynomial continuum mostly valid above 5 um only
Blackbody temperatures [K]:   1040 335 90 90
Blackbody peak flux [LN(W/cm2/um)]:   -14.3424 -14.1544 -13.9093 -99.0000
Columns 10 and 11 are like 3 and 4, but using spherical ice grains rather than bulk lab ice
 
   wavel       Tau        Tau-H2O     Tau-H2O-Sil Flux*Wavel  Cont*Wavel  Cont_bb*Wavel  Cont_poly*Wavel Module Tau-H2O     Tau-H2O-Sil 
    um                                               LOG10 [W/cm2]                                              SPHERICAL ICE GRAINS
 
   2.36085   -0.2217551   -0.2319836   -0.2319836  -16.0727560  -16.1691712  -16.9005775  -16.2058113   0.00   -0.2217551   -0.2217551
   2.36159   -0.0239843   -0.0342128   -0.0342128  -16.1580888  -16.1685167  -16.8993263  -16.2050067   0.00   -0.0239843   -0.0239843
   2.36317    0.4500997    0.4398712    0.4398712  -16.3628151  -16.1671196  -16.8966637  -16.2032897   0.00    0.4500997    0.4500997
   2.36475    0.1110805    0.1008520    0.1008520  -16.2140190  -16.1657231  -16.8940048  -16.2015742   0.00    0.1110805    0.1110805
   2.36628    0.1003650    0.0901365    0.0901365  -16.2080083  -16.1643713  -16.8914375  -16.1999144   0.00    0.1003650    0.1003650
   2.36764    1.1304275    1.1201990    1.1201990  -16.6546604  -16.1631702  -16.8891602  -16.1984402   0.00    1.1304275    1.1304275
   2.36912    0.6604472    0.6502187    0.6502187  -16.4490146  -16.1618636  -16.8866825  -16.1968371   0.00    0.6604472    0.6604472
   2.37047    0.1098841    0.0996556    0.0996556  -16.2084479  -16.1606722  -16.8844299  -16.1953760   0.00    0.1098841    0.1098841
   2.37201   -0.0419458   -0.0521742   -0.0521742  -16.1410763  -16.1593136  -16.8818665  -16.1937105   0.00   -0.0419458   -0.0419458
   2.37348    0.1806472    0.1704187    0.1704187  -16.2365595  -16.1580172  -16.8794231  -16.1921220   0.00    0.1806472    0.1806472
   2.37495    0.5486203    0.5383918    0.5383918  -16.3952520  -16.1567214  -16.8769875  -16.1905348   0.00    0.5486203    0.5486203
   2.37664    0.3996099    0.3893814    0.3893814  -16.3289757  -16.1552323  -16.8741894  -16.1887116   0.00    0.3996099    0.3996099
   2.37799   -0.0022673   -0.0124958   -0.0124958  -16.1530574  -16.1540432  -16.8719597  -16.1872563   0.00   -0.0022673   -0.0022673
   2.37952   -0.1885439   -0.1987724   -0.1987724  -16.0707204  -16.1526960  -16.8694401  -16.1856084   0.00   -0.1885439   -0.1885439
   2.38100   -0.1207655   -0.1309940   -0.1309940  -16.0988867  -16.1513934  -16.8670063  -16.1840155   0.00   -0.1207655   -0.1207655
   2.38234   -0.1843573   -0.1945858   -0.1945858  -16.0700591  -16.1502145  -16.8648071  -16.1825745   0.00   -0.1843573   -0.1843573
   2.38388   -0.0964692   -0.1066977   -0.1066977  -16.1069170  -16.1488601  -16.8622856  -16.1809197   0.00   -0.0964692   -0.0964692
   2.38535    0.0481880    0.0379595    0.0379595  -16.1685191  -16.1475678  -16.8598804  -16.1793413   0.00    0.0481880    0.0481880
   2.38693   -0.1365877   -0.1468162   -0.1468162  -16.0867933  -16.1461793  -16.8573036  -16.1776463   0.00   -0.1365877   -0.1365877
   2.38851   -0.1277594   -0.1379879   -0.1379879  -16.0892438  -16.1447914  -16.8547344  -16.1759527   0.00   -0.1277594   -0.1277594
   2.39003    0.1806193    0.1703908    0.1703908  -16.2219869  -16.1434567  -16.8522644  -16.1743248   0.00    0.1806193    0.1806193
   2.39139    0.0919607    0.0817322    0.0817322  -16.1822459  -16.1422630  -16.8500595  -16.1728694   0.00    0.0919607    0.0919607
   2.39287    0.1014067    0.0911782    0.0911782  -16.1850543  -16.1409645  -16.8476658  -16.1712868   0.00    0.1014067    0.1014067
   2.39438    0.2871065    0.2768780    0.2768780  -16.2644690  -16.1396401  -16.8452301  -16.1696735   0.00    0.2871065    0.2871065
   2.39586    0.3335704    0.3233419    0.3233419  -16.2833732  -16.1383425  -16.8428440  -16.1680934   0.00    0.3335704    0.3335704
   2.39732    0.1185610    0.1083325    0.1083325  -16.1886113  -16.1370630  -16.8404961  -16.1665360   0.00    0.1185610    0.1185610
   2.39888    0.0953422    0.0851137    0.0851137  -16.1771495  -16.1356964  -16.8379955  -16.1648732   0.00    0.0953422    0.0953422
   2.40042    0.2210655    0.2108370    0.2108370  -16.2304633  -16.1343479  -16.8355293  -16.1632332   0.00    0.2210655    0.2210655
   2.40195    0.0861839    0.0759554    0.0759554  -16.1704799  -16.1330086  -16.8330841  -16.1616051   0.00    0.0861839    0.0861839
   2.40352    0.2980330    0.2878045    0.2878045  -16.2612145  -16.1316349  -16.8305836  -16.1599359   0.00    0.2980330    0.2980330
   2.40499    0.2928663    0.2826378    0.2826378  -16.2576824  -16.1303492  -16.8282433  -16.1583744   0.00    0.2928663    0.2928663
   2.40633    0.3316843    0.3214558    0.3214558  -16.2733882  -16.1291777  -16.8261166  -16.1569520   0.00    0.3316843    0.3316843
   2.40791    0.3308876    0.3206591    0.3206591  -16.2716610  -16.1277968  -16.8236141  -16.1552761   0.00    0.3308876    0.3308876
   2.40939    0.2699990    0.2597705    0.2597705  -16.2438948  -16.1265039  -16.8212719  -16.1537077   0.00    0.2699990    0.2699990
   2.41078    0.2685546    0.2583261    0.2583261  -16.2420529  -16.1252900  -16.8190784  -16.1522358   0.00    0.2685546    0.2685546
   2.41244    0.2345250    0.2242965    0.2242965  -16.2258083  -16.1238409  -16.8164673  -16.1504794   0.00    0.2345250    0.2345250
   2.41378    0.2827928    0.2725643    0.2725643  -16.2456251  -16.1226717  -16.8143597  -16.1490628   0.00    0.2827928    0.2827928
   2.41545    0.3175651    0.3073366    0.3073366  -16.2592868  -16.1212150  -16.8117409  -16.1472987   0.00    0.3175651    0.3175651
   2.41699    0.4085417    0.3983132    0.3983132  -16.2974992  -16.1198724  -16.8093300  -16.1456734   0.00    0.4085417    0.4085417
   2.41851    0.3741042    0.3638757    0.3638757  -16.2812017  -16.1185477  -16.8069572  -16.1440705   0.00    0.3741042    0.3741042
   2.41998    0.3371618    0.3269333    0.3269333  -16.2638591  -16.1172670  -16.8046665  -16.1425216   0.00    0.3371618    0.3371618
   2.42155    0.4757829    0.4655544    0.4655544  -16.3227620  -16.1158998  -16.8022251  -16.1408688   0.00    0.4757829    0.4757829
   2.42300    0.5546491    0.5444207    0.5444207  -16.3557895  -16.1146377  -16.7999763  -16.1393435   0.00    0.5546491    0.5546491
